Wall time,Step,Value
1759845396.089491,1,1.0447986125946045
1759845396.8412008,2,0.9683253765106201
1759845397.5938053,3,0.9057468175888062
1759845398.3425686,4,0.8338971138000488
1759845399.0937784,5,0.7496083974838257
1759845446.5604076,6,0.6807591319084167
1759845447.3136406,7,0.6200497150421143
1759845448.0665226,8,0.5840826034545898
1759845448.8183708,9,0.5216779708862305
1759845449.5725696,10,0.48170536756515503
1759845496.9041994,11,0.4821624755859375
1759845497.6592312,12,0.4562770128250122
1759845498.4106138,13,0.4132922291755676
1759845499.1622958,14,0.38583308458328247
1759845499.914545,15,0.38937386870384216
1759845546.4492242,16,0.38213157653808594
1759845547.1995738,17,0.35427990555763245
1759845547.9511023,18,0.341990202665329
1759845548.7029848,19,0.356858491897583
1759845549.456079,20,0.32848042249679565
1759845596.322792,21,0.32367539405822754
1759845597.0740964,22,0.3577931523323059
1759845597.8257332,23,0.3371905982494354
1759845598.5778618,24,0.32094815373420715
1759845599.3306396,25,0.32286250591278076
1759845646.217681,26,0.3131866455078125
1759845646.9689114,27,0.3087095618247986
1759845647.721906,28,0.3372378945350647
1759845648.4750435,29,0.31026458740234375
1759845649.2295392,30,0.30175498127937317
1759845696.2123222,31,0.30550310015678406
1759845696.96359,32,0.30448758602142334
1759845697.7160754,33,0.3184254765510559
1759845698.469878,34,0.2921867072582245
1759845699.223044,35,0.3052515983581543
1759845746.246582,36,0.3230549991130829
1759845746.999819,37,0.2933931350708008
1759845747.7548258,38,0.3269445300102234
1759845748.509765,39,0.3059350252151489
1759845749.2633805,40,0.29642951488494873
1759845796.9565573,41,0.3005885183811188
1759845797.709718,42,0.29419955611228943
1759845798.4639328,43,0.32768872380256653
1759845799.2177384,44,0.2976565957069397
1759845799.9707806,45,0.2846105694770813
1759845846.9638023,46,0.3210846185684204
1759845847.715829,47,0.27828359603881836
1759845848.4713297,48,0.25372767448425293
1759845849.2254136,49,0.25566381216049194
1759845849.978789,50,0.3053884208202362
1759845896.576402,51,0.29942840337753296
1759845897.328781,52,0.28448280692100525
1759845898.0846589,53,0.32557743787765503
1759845898.8379617,54,0.27501189708709717
1759845899.5916367,55,0.2597273290157318
1759845946.2643178,56,0.3304000794887543
1759845947.0177724,57,0.2952757775783539
1759845947.7705312,58,0.2864495813846588
1759845948.524119,59,0.30352261662483215
1759845949.2761989,60,0.28592729568481445
1759845996.2176015,61,0.29444119334220886
1759845996.9693277,62,0.2577677369117737
1759845997.7243307,63,0.30432674288749695
1759845998.4786577,64,0.31341552734375
1759845999.2334456,65,0.28743666410446167
1759846046.006824,66,0.26131466031074524
1759846046.7608325,67,0.33717405796051025
1759846047.5131633,68,0.26576679944992065
1759846048.2688696,69,0.2621881365776062
1759846049.022478,70,0.2769995629787445
1759846095.3738616,71,0.2515752911567688
1759846096.125713,72,0.23293037712574005
1759846096.8793192,73,0.32364553213119507
1759846097.632423,74,0.2449973076581955
1759846098.3873868,75,0.28092920780181885
1759846145.154721,76,0.24311912059783936
1759846145.9056745,77,0.279703289270401
1759846146.6614428,78,0.2624233365058899
1759846147.4150195,79,0.24073836207389832
1759846148.1696703,80,0.28328263759613037
1759846194.8238416,81,0.2564825117588043
1759846195.576006,82,0.24667638540267944
1759846196.3299844,83,0.307849645614624
1759846197.0823987,84,0.2845609188079834
1759846197.8355584,85,0.26598310470581055
1759846244.917454,86,0.24939242005348206
1759846245.6683025,87,0.3012552857398987
1759846246.420842,88,0.2631710171699524
1759846247.1729252,89,0.2929149270057678
1759846247.9271147,90,0.3137306869029999
1759846294.7606027,91,0.28043580055236816
1759846295.5113003,92,0.2502111494541168
1759846296.2634048,93,0.2548442482948303
1759846297.0142553,94,0.2620809078216553
1759846297.766282,95,0.22499725222587585
1759846344.734257,96,0.20961081981658936
1759846345.4843957,97,0.22410918772220612
1759846346.2351658,98,0.24885956943035126
1759846346.984187,99,0.2737739086151123
1759846347.734867,100,0.2724508047103882
